,emotion_tags,social_tags
On The Way,"[('happy', 100)]","[('happy', 100), ('pop', 80), ('singer-songwriter', 80), ('female', 80), ('acoustic guitar', 80), ('sky', 60), ('rainy days', 60), ('female vocalists', 60), ('storytelling', 60), ('abra moore', 40), ('soft acoustic', 40), ('boys', 40), ('indie', 40), ('car', 20), ('beautiful', 20), ('a fouiller', 20), ('ipod pi', 20), ('listuta melodiute care imi plac si cred ca si tie si pe care', 20), ('love', 20)]"
Neulainen Jerkunen,nan,"[('suomi', 100), ('faves', 100), ('proge', 100), ('some of my favorites', 100), ('mystique', 100), ('the most listened song of the week', 100), ('jannia biiseja', 100)]"
Im Zeichen Des Blöden,nan,"[('deutsch', 100), ('punk', 50), ('deutschpunk', 50), ('80er', 50), ('1', 50), ('j', 50), ('my 500 essential songs', 50)]"
Tara,nan,"[('black metal', 100), ('black thrash metal', 30), ('honkytonk kvlt', 7), ('jhjghgfgfdaaaas', 7), ('mendigao thrash', 7), ('black-pagan metal', 7), ('bens favorites', 7), ('tara', 7), ('blackened thrash metal', 7), ('black-thrash metal', 7), ('black/thrash metal', 7), ('black thrash', 7), ('blackened thrash', 7), ('blackened death metal', 7), ('best songs ever', 7), ('usbm', 7), ('pagan metal', 7), ('avant-garde metal', 7), ('thrash', 7), ('american', 7), ('metal', 7), ('thrash metal', 0), ('paradise lost', 0), ('death metal', 0), ('ultimate power', 0), ('progressive metal', 0)]"
From Ashes,nan,"[('death metal', 100)]"
Phantoms,nan,"[('alternative', 100), ('emo', 100), ('rock', 81), ('alternative rock', 68), ('indie', 50), ('acceptance', 18), ('indie rock', 18), ('acceptance - breathless', 12), ('pop rock', 12), ('pop punk', 12), ('catchy', 12), ('acceptance alternative', 6), ('discoverockult', 6), ('sonic chill', 6), ('brea', 6), ('i want to dance in my underwear', 6), ('best of 05', 6), ('alternative hardcore', 6), ('pop punk rock', 6), ('lovelovelove', 6), ('tracks you should cuddle up with', 6), ('post emo', 6), ('fatal disease', 6), ('love', 6), ('punk', 6), ('piano', 6), ('good', 6), ('punk rock', 6), ('college rock', 6), ('favorite', 6), ('favourite songs', 6), ('post hardcore', 6), ('seattle', 6), ('sing along', 6), ('male vocalists', 6), ('powerpop', 6), ('my favourite', 6), ('band name songs', 0), ('the word breath', 0), ('woohooo3', 0), ('one-word titles', 0), ('like', 0)]"
Acda En De Munnik,"[('sad', 27), ('melancholy', 9)]","[('nederlandstalig', 100), ('pop', 27), ('singer-songwriter', 27), ('sad', 27), ('beautiful', 27), ('nederpop', 27), ('dutch', 18), ('acda en de munnik', 18), ('aedm', 9), ('three-four time', 9), ('dutch music', 9), ('prostitution', 9), ('live gezien', 9), ('fantastisch', 9), ('girl', 9), ('nineties', 9), ('singalong', 9), ('melancholy', 9), ('cabaret', 9), ('jou', 0), ('passivechill', 0), ('acoustic', 0)]"
Groeten Uit Maaiveld,nan,"[('nederpop', 100), ('nederlandstalig', 66), ('dutch', 33), ('acda en de munnik', 33), ('aedm', 33)]"
Don't Stop A Rockin',nan,"[('punk', 100), ('youth group days', 100)]"
Hungry Years,nan,"[('heavy metal', 100), ('hard rock', 28), ('metal', 25), ('accept', 25), ('power metal', 18), ('longdayedition', 15), ('old school heavy metal', 12), ('slgdmbestof', 6), ('slgdmtopalbums', 6), ('breaker', 6), ('top', 6), ('german metal', 6), ('80s', 6), ('german', 6), ('oldschool', 6), ('classic rock', 3), ('brass balls', 3), ('gw metal', 3), ('heavy roll', 3), ('the best metalsongs', 3), ('metal as it should be', 3), ('heavy', 3), ('mgk', 3), ('best', 3), ('true heavy metal', 3), ('germany', 3), ('traditional metal', 3), ('all time favourites', 3), ('classic metal', 3), ('all time faves', 3), ('seen live', 0), ('geras', 0), ('fast tempo', 0), ('bike rock', 0), ('judas priest', 0), ('speed metal', 0)]"
Eat The Heat,nan,"[('heavy metal', 100), ('power metal', 50), ('metal', 25), ('heavy', 25), ('hard rock', 25), ('120 db track', 25)]"
Magnificent City,nan,"[('rap', 100), ('supahero', 33), ('shit i adore', 33), ('walkman music', 33), ('christophers radio', 33), ('super cres', 33), ('bay area underground', 33), ('b-boy stance', 33), ('my hip hop', 33), ('my jam', 33), ('stream', 33), ('my radio', 33), ('hip hop head', 33), ('rjd2', 33), ('underground hip-hop', 33), ('hip-hop', 33), ('west coast', 33), ('seen live', 0)]"
Paegan Terrorism Tactics,"[('funeral', 16)]","[('metal', 100), ('sludge metal', 66), ('doom metal', 66), ('acid bath', 50), ('swamp industrial punk death metal', 33), ('satanic swamp pop', 16), ('dvour', 16), ('locusts', 16), ('spine', 16), ('blackened metal', 16), ('devour', 16), ('bayou', 16), ('daks', 16), ('dust', 16), ('insects', 16), ('flowers', 16), ('lips', 16), ('killing', 16), ('swamp', 16), ('poetic', 16), ('funeral', 16), ('scream', 16), ('suicidal', 16), ('stoner', 16), ('death rock', 16), ('death metal', 16), ('dance', 16), ('thrash metal', 16), ('sludge', 16)]"
Orbitals,nan,"[('alternative metal', 100), ('garden', 100), ('acroma', 100), ('take the pain', 100)]"
Transmissions From Eville,nan,"[('industrial', 100), ('industrial metal', 50), ('haunting', 50), ('loved', 50), ('goodlongsong', 50), ('allwheeldies', 50)]"
What The F**k - 10 Years Of Armed Audio Warfare,nan,"[('industrial metal', 100), ('industrial', 100), ('coldwave', 50)]"
Dirk Wears White Sox,nan,"[('new wave', 100), ('80s', 50), ('punk', 50), ('alternative', 50), ('british', 50), ('male vocalists', 50), ('futurismo', 50)]"
Strip,nan,"[('new wave', 100), ('new romantic', 100), ('communication', 100)]"
Other Songs,nan,"[('oldies', 100)]"
Friends Of Mine,"[('melancholy', 25), ('happy', 25)]","[('indie', 100), ('singer-songwriter', 100), ('alternative', 100), ('folk', 75), ('ahhh so amazing', 50), ('pop', 50), ('male vocalists', 50), ('today this is my life', 50), ('antifolk', 50), ('linus', 25), ('indielove', 25), ('satellite', 25), ('corazon', 25), ('this will be fun', 25), ('llllove', 25), ('ihr koennt ruhig tanzen - das tut nicht weh', 25), ('nothing but lurve', 25), ('songs of rome', 25), ('harry potter rock opera', 25), ('freakey stylish', 25), ('dada', 25), ('us independent', 25), ('anti-folk', 25), ('melancholy', 25), ('beautiful', 25), ('happy', 25), ('american', 25), ('indie pop', 25), ('cool', 25), ('rock', 25), ('2003', 0), ('acoustic', 0), ('radio critical rachel', 0), ('seen live', 0)]"
Jacket Full Of Danger,nan,"[('pop', 100), ('rock', 75), ('indie', 50), ('retro', 50), ('i want him so bad that i cant sleep at night', 25), ('pisda kak kruto', 25), ('prentention', 25), ('songs for a wednesday evening', 25), ('my new favorite songs', 25), ('doors-persiflage', 25), ('orgasmo', 25), ('ohmyfuckinggod i love this song', 25), ('hilario', 25), ('sexy vocals', 25), ('creme de la creme', 25), ('sophisti-pop', 25), ('great vocals', 25), ('alternative', 25), ('singer-songwriter', 25), ('folk', 25)]"
Good Times,nan,"[('adam rickitt', 100), ('pop', 50), ('all of my songs', 50)]"
Shhh...Don't Tell,nan,"[('comedy', 100), ('gangsta rap', 50), ('gangsta', 25), ('tool sober', 25)]"
19,"[('relax', 2), ('calm', 2), ('bittersweet', 1), ('mellow', 1)]","[('soul', 100), ('female vocalists', 89), ('british', 64), ('pop', 54), ('adele- best for last', 25), ('adele', 24), ('jazz', 16), ('other', 14), ('singer-songwriter', 9), ('00s', 9), ('indie', 9), ('alternative', 8), ('acoustic', 8), ('adult contemporary', 8), ('britpop', 7), ('female vocals', 5), ('indie pop', 4), ('indie rock', 4), ('best for last', 4), ('chillout', 3), ('rock', 3), ('lovely', 3), ('sweet sadness', 3), ('chill', 3), ('beautiful', 3), ('relax', 2), ('female', 2), ('alternative pop singer-songwriter', 2), ('acoustic indie', 2), ('acoustic bass', 2), ('love it', 2), ('like', 2), ('calm', 2), ('good vibes', 2), ('looooove', 2), ('easy listening', 2), ('tracks i can relate to', 1), ('female singer', 1), ('laidback', 1), ('addicted to bass', 1), ('bittersweet', 1), ('blue-eyed soul', 1), ('officially not shit', 1), ('find more', 1), ('love at first listen', 1), ('blue eyed soul', 1), ('cute songs', 1), ('female vocalist', 1), ('autumn', 1), ('mellow', 1), ('blues', 1), ('sweet', 1), ('love', 1), ('leapsand5stars', 1), ('sang this in front of crowd', 0), ('songs i absolutely love', 0), ('octwoct', 0), ('music to paint by', 0), ('pop - chilled', 0), ('gringos', 0), ('make me feel good', 0), ('refine', 0), ('rozweselajace', 0), ('adele adkins', 0), ('zum-durch-den-ikea-poebeln', 0), ('buscandosiempre', 0), ('3stars', 0), ('them be dancing songs', 0), ('lollipop', 0), ('the men ofmy past', 0), ('2008', 0), ('femal vocalist', 0), ('sundays', 0), ('frauenpower', 0), ('most wanted', 0), ('soul tag', 0), ('intressant', 0), ('pump up', 0), ('baixar', 0), ('free love', 0), ('hyllan i mitt huvud', 0), ('running out of the church', 0), ('my words made songs', 0), ('i love this song with every inch of my being', 0), ('russian red', 0), ('2008 - fav 25', 0), ('london as i know it', 0), ('taras favourite tracks', 0), ('amy macdonald', 0), ('lazy summer night hits', 0), ('bfl', 0), ('blyfav', 0), ('alicedday', 0), ('mesonabe', 0), ('anath-checkout', 0), ('cocktailparty', 0), ('xxxkissxxx', 0), ('lovekylie', 0), ('colorfull', 0), ('kicha', 0)]"
Unstable,nan,"[('alternative rock', 100), ('rock', 85), ('nu-metal', 85), ('nu metal', 57), ('adema', 35), ('hard rock', 14), ('alternative metal', 14), ('p4n1c0', 7), ('hearing', 7), ('sound storm', 7), ('do you hear me - adema', 7), ('from hell', 7), ('baixo', 7), ('do you hear me', 7), ('adema - do you hear', 7), ('do u hear me', 7), ('besis', 7), ('neumetall', 7), ('rolig', 7), ('medium', 7), ('questions', 7), ('excellent', 7), ('best', 7), ('mix', 7), ('favorites', 7), ('powerful', 7), ('alternative', 7), ('metal', 7), ('disturbed', 0), ('3-star', 0)]"
Kill The Headlights,nan,"[('nu metal', 100), ('alternative metal', 83), ('nu-metal', 66), ('adema', 50), ('alternative', 33), ('favorite songs', 33), ('hard', 33), ('alternative rock', 16), ('post-grunge', 16), ('bb', 16), ('children of the korn', 16), ('elliots faves', 16), ('coolesongs', 16), ('techno', 0)]"
The Second Coming,"[('smooth', 16), ('sexy', 16)]","[('rnb', 100), ('neo-soul', 83), ('soul', 50), ('sexy souljoint', 50), ('nasty grind adina', 33), ('sex', 33), ('female vocalists', 33), ('soul sistas', 33), ('nasty grind', 16), ('ashook69 library', 16), ('soul-downtun', 16), ('my library', 16), ('adina', 16), ('between the sheets', 16), ('sleazy listening', 16), ('this song is the bomb my first time ever hearing it', 16), ('keep', 16), ('nasty grind', 16), ('clean', 16), ('smooth', 16), ('hip-hop', 16), ('singer-songwriter', 16), ('sexy', 16), ('funk', 16), ('love', 16), ('slow jams tag', 0), ('nasty grind', 0), ('mio preferito', 0), ('next', 0), ('earth', 0), ('slow jams', 0)]"
Wild Dreams Of New Beginnings,nan,"[('rock', 100), ('belgian', 71), ('belgium', 57), ('belgisch', 42), ('alternative', 28), ('belpop', 28), ('indie', 14), ('pop', 14), ('alternative pop', 14), ('chilling', 14), ('00s', 14), ('male vocalists', 14), ('close harmony', 14), ('jmfh', 14), ('woja', 14)]"
Heldentat,nan,"[('german', 100), ('folk metal', 100)]"
Young Lions,nan,"[('rock', 100)]"
Público,nan,"[('brasil', 100), ('cover', 64), ('mpb', 42), ('brazilian', 42), ('manuchao', 42), ('female vocalists', 35), ('clandestino', 28), ('adrinacalcanhoto', 28), ('adriana calcanhoto', 21), ('good', 21), ('female vocals', 21), ('pop', 21), ('manu chao cover', 21), ('vbrazil', 14), ('brazil', 14), ('manu chao', 14), ('covers', 14), ('calma', 14), ('musica latina', 14), ('canyero', 7), ('brasil soft', 7), ('m-hiszp', 7), ('rsilveira', 7), ('made in br', 7), ('idvaad-fm', 7), ('vcalcanhotto', 7), ('caloura', 7), ('o meu brasil', 7), ('mpb 10', 7), ('rutai', 7), ('brasileros lindos', 7), ('me faz feliz', 7), ('temas hermosisimos', 7), ('latino eletronico', 7), ('adrina calcanhoto', 7), ('adriana calconhato', 7), ('easy listening', 7), ('80s', 7), ('acoustic', 7), ('singer-songwriter', 7), ('live performance', 7), ('chill', 7), ('ethnic', 7), ('brazilian music', 7), ('bossa nova', 7), ('rock en español', 7), ('new', 7), ('<3', 7), ('rock brasileiro', 7), ('br', 7), ('brasileira', 7), ('flaneur', 7), ('adriana calcanhotto', 7), ('ao vivo', 7), ('summernightchillout', 7), ('lusofonia', 7), ('rainy day bittersweet blues', 7), ('manonegra', 0), ('version', 0)]"
Other Songs,nan,"[('dbw', 100)]"
A Story In White,nan,nan
"O, Yeah! The Ultimate Aerosmith Hits",nan,"[('hard rock', 100), ('rock', 84), ('classic rock', 80), ('aerosmith', 36), ('70s', 35), ('blues rock', 15), ('rock n roll', 8), ('male fronted', 5), ('usa', 5), ('heavy metal', 5), ('blues', 5), ('80s', 5), ('mama kin', 3), ('not for the kiddies', 3), ('sleazy', 3), ('catchy', 3), ('rockin', 3), ('1973', 3), ('steve', 3), ('upbeat', 3), ('favorites', 3), ('canciones inmortales', 3), ('classic', 3), ('male vocalist', 3), ('genious', 1), ('the best songs ever', 1), ('sleazy rock', 1), ('blame it on the love of rock n roll', 1), ('mythique', 1), ('rock favorites', 1), ('aerosmith-best', 1), ('sleaze rock', 1), ('songs that make me smile', 1), ('rock and roll party', 1), ('wyjebane w kosmos', 1), ('poser rock', 1), ('family affair', 1), ('rocanroll', 1), ('top 500 essential songs', 1), ('ameican hard rock', 1), ('untaggedhome', 1), ('impala mix', 1), ('grandes temas', 1), ('arska', 1), ('t5rrock', 1), ('bajasso rock', 1), ('-5', 1), ('acordes geniales', 1), ('hl classic vinyl', 1), ('heavy', 1), ('chillout', 1), ('groovy', 1), ('pop', 1), ('alternative', 1), ('awesome', 1), ('american', 1), ('cock rock', 1), ('favourites', 1), ('favorite', 1), ('live', 1), ('favourite songs', 1), ('bluesrock', 1), ('rocks', 1), ('gothic rock', 1), ('music', 1), ('anthems', 1), (""70's"", 1), ('great song', 1), ('sleaze', 1), ('boston', 1), ('1972', 1), ('favoritos', 1), ('faves', 1), ('arena rock', 1), ('70s rock', 1), ('1970s', 1), ('blues-rock', 1), ('my favorites', 1), ('wrif-fm', 0), ('seen live', 0), ('sufu5a', 0), ('718 love', 0), ('guitar hero', 0), ('the strombo show', 0), ('streamable', 0), ('aerosmith mama kin', 0)]"
Toys In The Attic,"[('fun', 0)]","[('classic rock', 100), ('rock', 76), ('hard rock', 57), ('70s', 39), ('aerosmith', 33), ('80s', 8), ('sweet emotion', 7), ('guitar', 6), ('classic', 5), ('soundtrack', 4), ('rock n roll', 4), ('blues rock', 3), ('dazed and confused', 3), ('driving', 3), ('favorites', 2), ('70s rock', 2), ('heavy metal', 2), ('loved', 2), ('rolling stones top 500 songs of all time', 2), ('77davez-all-tracks', 2), ('summer', 2), ('arena rock', 2), ('usa', 1), ('american', 1), ('rockin', 1), ('pop', 1), ('old classics', 1), ('1975', 1), ('talk box', 1), ('male fronted', 1), ('aerosmith-best', 1), ('oldies', 1), ('classics', 1), ('my soundtrack', 1), ('boston', 1), ('male vocalists', 1), ('trago', 1), ('album rock', 1), (""70's"", 1), ('alternative rock', 1), ('alternative', 1), ('poprock', 1), ('metal', 1), ('guitar rock', 0), ('suuuunnnnny', 0), ('erotic', 0), ('classic  rock', 0), ('classica', 0), ('steven tyler', 0), ('summer chillin', 0), ('classic rock - metal', 0), ('personal favourites', 0), ('joe perry', 0), ('sexayy', 0), ('rock top', 0), ('guitarrock', 0), ('fav', 0), ('1970s', 0), ('energy', 0), ('good shit', 0), ('other', 0), ('awesome', 0), ('groove rock', 0), ('fun', 0), ('barbwire aerosmith', 0), ('rolling stone 500 greatest songs of all time', 0), ('acclaimed music top 3000', 0), ('amazing', 0), ('aerosmith toys', 0), ('antiga', 0), ('old rock', 0), ('toys in the attic', 0), ('biteme', 0), ('driving songs', 0), ('covers', 0), ('90s', 0), ('songs i love', 0), ('lifetime', 0), ('vivo', 0), ('smeg', 0), ('classic rock mix', 0), ('a vocal-centric aesthetic', 0), ('extensive vamping', 0), ('a clear focus on recording studio production', 0), ('prominent percussion', 0), ('heavy instrumental improvisation', 0), ('what a good song', 0), ('borm', 0), ('mellow cool', 0), ('electric rock instrumentation', 0), ('an electric guitar solo', 0), ('a dynamic male vocalist', 0), ('tom hamilton', 0), ('east-coast', 0), ('you were meant for me', 0), ('shivery stuff', 0), ('ohmy', 0), ('long haul', 0), ('revolution x', 0), ('feeling and emotion', 0)]"
"O, Yeah! The Ultimate Aerosmith Hits","[('sexy', 2)]","[('rock', 100), ('hard rock', 100), ('classic rock', 97), ('70s', 29), ('guitar hero', 27), ('guitar hero 2', 25), ('aerosmith', 25), ('blues', 14), ('funky', 12), ('blues rock', 8), ('classic', 8), ('usa', 8), ('pop', 6), ('male fronted', 6), ('american', 4), ('pop rock', 4), ('favorites', 4), ('guitar hero ii', 4), ('joe perry', 4), ('steven tyler', 4), ('relaxing music', 4), ('80s', 4), ('77davez-all-tracks', 4), ('great', 4), ('child', 2), ('1976', 2), ('not mine', 2), ('4', 2), ('silent intensity', 2), ('silent inanity', 2), ('radiotsar approved', 2), ('brad whitford', 2), ('i played this on guitar hero and kicked ass', 2), ('male-vocalist', 2), ('1234', 2), ('fm mold', 2), ('rock favorites', 2), ('aerosmith-best', 2), ('east-coast', 2), ('rock and roll party', 2), ('joey kramer', 2), ('songs i absolutely love', 2), ('cool riff', 2), ('my life in singles', 2), ('untaggedhome', 2), ('sound storm', 2), ('tom hamilton', 2), ('rock klassiker', 2), ('guitar hero 2 is fucking awesome', 2), ('guitar hero soundtrack', 2), ('aerosmith 1', 2), ('reminiscent of acdc', 2), ('top 500 essential songs', 2), ('sexy', 2), ('cool', 2), ('dance', 2), ('heavy metal', 2), ('indie rock', 2), ('awesome', 2), ('beautiful', 2), ('cock rock', 2), ('favorite', 2), ('live', 2), ('favorite songs', 2), ('90s', 2), ('atmospheric', 2), ('music', 2), ('blues-rock', 2), ('rock n roll', 2), ('working', 2), ('sleazy rock', 2), ('sleaze rock', 2), ('rock me baby', 2), ('last', 2), ('favorite tracks', 2), ('songs i love', 2), ('best tracks', 2), ('sleaze', 2), ('boston', 2), ('arena rock', 2), ('sleazy', 2), ('70s rock', 2), ('funk rock', 2), ('funk', 0), ('hl classic vinyl', 0), ('grunge', 0), ('wrif-fm', 0), ('billboard hits to check out - the 70s', 0), ('celeste nostalgia', 0), ('alternative', 0), ('3-star', 0), ('noah eatons all-time favorite songs', 0), ('sentimental favorites from the 1970s', 0), ('emotional adult rock', 0), ('streamable', 0), ('more cowbell', 0), ('soundtrack', 0), ('guitar hero ii the game', 0), ('guitar hero 2 the game', 0)]"
